Name,Brand,Price,Image URL,Product URL,Star Rating,Number of Reviews
Riley Mock Neck Sweater,Free People,$98.00,https://n.nordstrommedia.com/id/sr3/b2eb6f8e-10c4-4bf6-86ef-f5eb8d592605.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/riley-mock-neck-sweater/7889388?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=600,No rating,No reviews
Pleated Wide Leg Pants,Treasure & Bond,$69.50,https://n.nordstrommedia.com/id/sr3/1ed916c4-90ba-4d7e-b5c6-31645b54d1e8.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/treasure-and-bond-pleated-wide-leg-pants/7648643?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=420,4.5 out of 5 stars,(11)
Peta Floral Print Tiered Dress,Petal & Pup,$69.00,https://n.nordstrommedia.com/id/sr3/68cb65e5-7d25-45e3-a7b9-96da87a4e092.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/peta-floral-print-tiered-dress/7753881?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=100,4.5 out of 5 stars,(113)
Fits Everybody T-Shirt Bra,SKIMS,$54.00,https://n.nordstrommedia.com/id/sr3/97484487-b3cc-44f5-89dd-d1c58c65a2c7.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/fits-everybody-t-shirt-bra/7406473?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=275,3.6 out of 5 stars,(16)
Shirred Cotton Gauze Peplum Top,Treasure & Bond,$59.50,https://n.nordstrommedia.com/id/sr3/d848990c-8c73-405a-a26a-e1fc6791f1f8.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/shirred-cotton-gauze-peplum-top/7749331?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4 out of 5 stars,(1)
Crop Polo Sweater,MANGO,$45.99,https://n.nordstrommedia.com/id/sr3/1523187d-630e-4304-87ca-c84d811f1a36.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/crop-polo-sweater/7871997?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=250,3.8 out of 5 stars,(4)
Brennan Halter Linen Vest,Reformation,$168.00,https://n.nordstrommedia.com/id/sr3/bb54fa22-fbbc-4750-83b8-4518aca2753f.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/brennan-halter-linen-vest/7899463?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=300,5 out of 5 stars,(1)
Weekend Joggers,Vuori,$89.00,https://n.nordstrommedia.com/id/sr3/b86e2b67-f51b-402f-9910-72fbcc148a46.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/weekend-joggers/6268091?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=500,4.3 out of 5 stars,(13)
Walk the Line Floating Underwire One-Piece Swimsuit,BLEU by Rod Beattie,$119.00,https://n.nordstrommedia.com/id/sr3/22da0702-2d5f-4968-9dd2-6d027cd88a2a.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/bleu-by-rod-beattie-walk-the-line-floating-underwire-one-piece-swimsuit/7647554?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.1 out of 5 stars,(9)
Boyfriend Loose Pants (Regular & Plus),SKIMS,$58.00,https://n.nordstrommedia.com/id/sr3/215992fb-ee41-40eb-8aa7-958b18f3dad0.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/skims-boyfriend-loose-pants-regular-plus/7311734?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=053,3.7 out of 5 stars,(14)
Beach Wide Leg Denim Pants,Re/Done,$295.00,https://n.nordstrommedia.com/id/sr3/9e634710-855b-4670-8e63-4eb8e3a1c376.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7754001?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=007,No rating,No reviews
In Flight Flowy Crop Wide Leg Pants,Zella,$79.00,https://n.nordstrommedia.com/id/sr3/002c6113-a7ec-43ab-b92c-fbbe38847d56.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/in-flight-flowy-crop-wide-leg-pants/7647746?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.3 out of 5 stars,(15)
Lace Trim Nylon & Silk Slip,Uwila Warrior,$148.00,https://n.nordstrommedia.com/id/sr3/c7cb6f38-4f17-4ede-bd71-865b0f208205.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7647703?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=100,5 out of 5 stars,(1)
The Racerback Mode Bodysuit,Naked Wardrobe,$48.00,https://n.nordstrommedia.com/id/sr3/aabeace4-6305-40d5-8582-9e7f57945aa4.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/the-racerback-mode-bodysuit/7891179?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.5 out of 5 stars,(2)
Gather Good Maxi Skirt,Naked Wardrobe,$68.00,https://n.nordstrommedia.com/id/sr3/75de6df0-c392-420a-a9ac-57a793b5fb86.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/gather-good-maxi-skirt/7804631?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.3 out of 5 stars,(13)
Riley Seamed T-Shirt,Free People,$48.00,https://n.nordstrommedia.com/id/sr3/fddab80c-50e2-45f6-b6ee-7325865709e7.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/riley-seamed-t-shirt/7850633?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=250,5 out of 5 stars,(7)
Breath Easy Running Tank Top,Sweaty Betty,$68.00,https://n.nordstrommedia.com/id/sr3/e54748d3-0c59-404a-8119-6f29b31172a2.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7398484?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=410,4.5 out of 5 stars,(100)
Long Sleeve Thermal Polo,Caslon®,$49.50,https://n.nordstrommedia.com/id/sr3/07818bae-c64d-4bc2-acad-eacaa9497efc.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/long-sleeve-thermal-polo/7738345?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=260,4.5 out of 5 stars,(35)
Good Skate Ripped Hem Wide Leg Jeans,Good American,$179.00,https://n.nordstrommedia.com/id/sr3/b2c75153-ade0-427a-bbcb-632ec099099f.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7741512?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=401,5 out of 5 stars,(2)
Heartland Embroidered Bodice Cotton Minidress,Free People,$148.00,https://n.nordstrommedia.com/id/sr3/01b95052-b9ab-4c45-8b11-04c86ad92d50.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/heartland-embroidered-bodice-cotton-minidress/7850594?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,3.7 out of 5 stars,(6)
Good Legs Crop Mini Bootcut Jeans,Good American,$149.00,https://n.nordstrommedia.com/id/sr3/4d34512a-6012-4568-a10f-303fbfbf6987.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7770807?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=401,4.1 out of 5 stars,(8)
Sunrise Tank Minidress,PacSun,$34.00,https://n.nordstrommedia.com/id/sr3/aabbdab1-3abd-482d-8c98-28d53fb89a9e.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/sunrise-tank-minidress/7851636?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,5 out of 5 stars,(3)
Smooth Edit V-Neck Tank,Open Edit,$39.50,https://n.nordstrommedia.com/id/sr3/61af4400-05ee-48b9-92e9-ee12e93db911.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/smooth-edit-v-neck-tank/7759723?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,3 out of 5 stars,(2)
Volley Skirt,Vuori,$68.00,https://n.nordstrommedia.com/id/sr3/cad9f61c-e4d9-4378-b6c9-ee0a648a2f51.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/volley-skirt/7448092?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.8 out of 5 stars,(4)
Boyfriend Boxers (Regular & Plus),SKIMS,$28.00,https://n.nordstrommedia.com/id/sr3/6854857e-9530-4a38-86d0-fba5f4301a45.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/skims-boyfriend-boxers-regular-plus/6048015?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=053,3.7 out of 5 stars,(106)
Revelation Wireless Contour Bra,Natori,$66.00,https://n.nordstrommedia.com/id/sr3/3d2b91ed-db46-476c-9f9d-58a372d4c58a.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/natori-revelation-wireless-contour-bra/6110180?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,3.7 out of 5 stars,(99)
Mesh Sleep Camisole (Regular & Plus),SAVAGE X FENTY,$39.95,https://n.nordstrommedia.com/id/sr3/3395c439-2b78-452d-825b-8d88e3189294.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/mesh-sleep-camisole-regular-plus/7922924?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,No rating,No reviews
Essentials Longline One-Piece Swimsuit,Sea Level,$124.95,https://n.nordstrommedia.com/id/sr3/a7a25afe-f7bd-4816-984a-1c855f17e4b3.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/essentials-longline-one-piece-swimsuit/7165253?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.9 out of 5 stars,(17)
Beadnell Lightweight Waxed Cotton Jacket,Barbour,$385.00,https://n.nordstrommedia.com/id/sr3/1dccdcea-01a9-4397-86b7-b8efa1519aeb.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/barbour-beadnell-lightweight-waxed-cotton-jacket/5360920?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=410,5 out of 5 stars,(1)
Lulu Floral Print Two-Piece High-Low Dress,Petal & Pup,$79.00 – $80.00,https://n.nordstrommedia.com/id/sr3/ca6533ba-84f9-46cd-919e-a193c21798da.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/lulu-floral-print-two-piece-high-low-dress/7755515?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,4 out of 5 stars,(44)
Organic Cotton Tapered Ankle Pants (Petite),Eileen Fisher,$188.00,https://n.nordstrommedia.com/id/sr3/145c2dc4-c3f9-41e4-a3f9-733ec4664f10.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/organic-cotton-tapered-ankle-pants-petite/7867933?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.8 out of 5 stars,(4)
Go-To Rib Performance Tank,Zella,$39.00,https://n.nordstrommedia.com/id/sr3/d12dc55d-5fed-4630-a055-c3a448336064.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/go-to-rib-performance-tank/7749474?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,5 out of 5 stars,(6)
Maggie Print Puff Sleeve Minidress,Petal & Pup,$69.00,https://n.nordstrommedia.com/id/sr3/ae6d2ab1-e5be-4c2d-93dc-c7ea91691abb.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/maggie-print-puff-sleeve-minidress/7753196?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=650,4.6 out of 5 stars,(20)
Le Mid Rise V-Neck T-Shirt,FRAME,$98.00,https://n.nordstrommedia.com/id/sr3/545393ae-82c7-4b9a-a7e8-9600ccc6a31c.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/frame-le-mid-rise-v-neck-t-shirt/5351679?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=120,4.3 out of 5 stars,(131)
Dream Desmond Organic Cotton Top,Faherty,$98.00,https://n.nordstrommedia.com/id/sr3/efa45a80-d78c-48bb-bd1d-d1895511d750.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/faherty-dream-desmond-organic-cotton-top/6515310?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=018,4.4 out of 5 stars,(185)
Rita Cotton T-Shirt,MANGO,$25.99,https://n.nordstrommedia.com/id/sr3/6a5ceb98-e4dc-4efd-8561-0eb3d69bc949.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/rita-cotton-t-shirt/7887372?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=600,No rating,No reviews
Tie Waist Stretch Cotton Knit Dress,Nordstrom,$79.50,https://n.nordstrommedia.com/id/sr3/167ae516-4a34-4242-9b29-0c2ba0abb581.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/tie-waist-stretch-cotton-knit-dress/7758960?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.6 out of 5 stars,(8)
Lilly Cotton T-Shirt,& Other Stories,$29.00 – $32.00,https://n.nordstrommedia.com/id/sr3/82be1c5d-d006-465d-8191-e3bfdda7be9c.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/and-other-stories-lilly-cotton-t-shirt/7800385?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,5 out of 5 stars,(3)
Total Eclipse Oversize T-Shirt,Free People,$68.00,https://n.nordstrommedia.com/id/sr3/a61d5dfe-943f-442e-8e79-30787fd2d780.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/free-people-total-eclipse-oversize-t-shirt/7789715?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,5 out of 5 stars,(1)
B.Wow'd Wireless Convertible T-Shirt Bra,b.tempt'd by Wacoal,$44.00,https://n.nordstrommedia.com/id/sr3/89e89a63-d6f2-4d30-9493-b3ff0c4f7dd2.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/6707176?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=295,4.1 out of 5 stars,(177)
Lacy Stretch Cotton Knit Camisole,EDIKTED,$36.80,https://n.nordstrommedia.com/id/sr3/468c7317-3824-4028-85dd-dadecc84aa4e.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/lacy-stretch-cotton-knit-camisole/7597461?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=410,5 out of 5 stars,(1)
The Perfect Vintage Patch Pocket Wide Leg Jeans,Madewell,$128.00,https://n.nordstrommedia.com/id/sr3/b70e2d8c-3a19-4a94-8083-01de91039d13.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7801929?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,4.5 out of 5 stars,(10)
Winny Crinkle Cotton Romper,Petal & Pup,$69.00,https://n.nordstrommedia.com/id/sr3/c1230513-7ab3-467d-aab7-339e51ada0ac.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/winny-crinkle-cotton-romper/7754134?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=230,3.8 out of 5 stars,(64)
Archie Tie Waist Linen Jumpsuit,Petal & Pup,$69.00,https://n.nordstrommedia.com/id/sr3/0951ee70-f844-40fc-ab29-1a787252b109.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/archie-tie-waist-linen-jumpsuit/7753200?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=200,4.2 out of 5 stars,(44)
Raelynn Wide Leg Jeans,EDIKTED,$73.60,https://n.nordstrommedia.com/id/sr3/ac64163e-4daa-4d38-83b3-a456f71cd603.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/raelynn-wide-leg-jeans/7496949?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=400,4.3 out of 5 stars,(26)
Kieran Tie Waist Wide Leg Pants,Petal & Pup,$69.00,https://n.nordstrommedia.com/id/sr3/e3a1fb9f-2ba3-4c7c-811a-3a43609f6bdc.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/kieran-tie-waist-wide-leg-pants/7754321?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=310,4.3 out of 5 stars,(89)
Pima Cotton Blend Crewneck T-Shirt,Nordstrom,$35.00,https://n.nordstrommedia.com/id/sr3/72ece580-73c1-4a9b-8d75-9344ce680f4b.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/pima-cotton-blend-crewneck-t-shirt/7197856?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.6 out of 5 stars,(71)
'Ab'Leisure Drawstring High Waist Wide Leg Ponte Pants,Wit & Wisdom,$88.00,https://n.nordstrommedia.com/id/sr3/691e7272-ace6-4645-a5db-b7fe04e9c924.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7521624?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.4 out of 5 stars,(18)
Nina Crewneck Cotton T-Shirt,Free People,$38.00,https://n.nordstrommedia.com/id/sr3/b44c8851-06a3-4c6c-9262-99cd21958f4f.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/nina-crewneck-cotton-t-shirt/7368145?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=900,3.9 out of 5 stars,(61)
5-Stripe Zip Hoodie,Aviator Nation,$189.00,https://n.nordstrommedia.com/id/sr3/faccc9aa-e6de-4f31-8574-9eaa1f008e84.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/5-stripe-zip-hoodie/4668992?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=101,4.1 out of 5 stars,(105)
Marnie Tank & Wide Leg Pants Linen Set,Petal & Pup,$79.00,https://n.nordstrommedia.com/id/sr3/db1a54a7-a708-432a-bef7-f659d112b771.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/petal-and-pup-marnie-tank-wide-leg-pants-linen-set/7753205?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.1 out of 5 stars,(18)
'Ab'Solution Skyrise Pleated Ankle Straight Leg Pants,Wit & Wisdom,$78.00,https://n.nordstrommedia.com/id/sr3/dac1d227-7e75-4fda-b347-d9f025cb3c91.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7769056?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.6 out of 5 stars,(15)
Matte Satin Tee,Open Edit,$49.50,https://n.nordstrommedia.com/id/sr3/990042cb-8bd7-4ade-9299-db411ad1eaec.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/matte-satin-tee/7482650?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.7 out of 5 stars,(36)
Fade Into You Knit Top,Free People,$58.00,https://n.nordstrommedia.com/id/sr3/0795197f-2a41-47ba-90aa-c4b2b5c16f54.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/fade-into-you-knit-top/7256827?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.3 out of 5 stars,(72)
Ruffle Sheath Dress,Maggy London,$118.00,https://n.nordstrommedia.com/id/sr3/6ef6ab28-8ea2-4556-b948-ccb9b9370f7a.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/6549843?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=482,4.4 out of 5 stars,(33)
'Ab'Solution Straight Leg Jeans,Wit & Wisdom,$78.00,https://n.nordstrommedia.com/id/sr3/2f511a61-28f4-4a90-812d-f97e0ca9fa21.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/7414506?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.1 out of 5 stars,(50)
Wilson Rickrack Trim Cotton Shirt & Shorts Set,Petal & Pup,$79.00,https://n.nordstrommedia.com/id/sr3/23d36555-b782-4838-b62f-91af928b093c.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/wilson-rickrack-trim-cotton-shirt-shorts-set/7819004?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=900,4.4 out of 5 stars,(9)
Oversize Fleece Joggers,BP.,$39.50,https://n.nordstrommedia.com/id/sr3/b73d9ef3-8547-445d-8195-cb689829734a.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/bp-oversize-fleece-joggers/7741423?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,5 out of 5 stars,(3)
Knit Miniskort,BP.,$35.00,https://n.nordstrommedia.com/id/sr3/d4dbe4a9-a077-4878-9be3-15640f1333db.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/bp-knit-miniskort/7682767?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.8 out of 5 stars,(8)
Daily Wide Leg Pants,Vuori,$98.00,https://n.nordstrommedia.com/id/sr3/82fcfc79-fb52-49fa-a1d9-cf24a8a4e12a.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/vuori-daily-wide-leg-pants/7017441?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,4.1 out of 5 stars,(48)
Washed V-Neck Crop T-Shirt,BP.,$25.00,https://n.nordstrommedia.com/id/sr3/fa9c3793-df92-4fb5-a981-6198bd1b07cd.jpeg?h=365&w=240&dpr=2,https://www.nordstrom.com/s/washed-v-neck-crop-t-shirt/7748905?origin=category-personalizedsort&breadcrumb=Home%2FWomen%2FClothing&color=001,3 out of 5 stars,(1)
